seed,file,name_presence,rating_presence,category_presence,developer_presence,os_presence,all5_presence
43,app_html/cnet-1320.html,100,100,100,100,100,100
43,app_html/appagg-0269.html,100,100,100,100,100,100
43,app_html/appbrain-0970.html,100,100,100,100,100,100
43,app_html/appagg-1577.html,100,0,100,100,100,0
43,app_html/appbrain-0681.html,100,100,100,100,100,100
43,app_html/cnet-1799.html,100,100,100,100,100,100
43,app_html/appagg-0485.html,100,100,100,100,100,100
43,app_html/aptoide-1513.html,100,100,100,100,100,100
43,app_html/cnet-1615.html,100,100,100,100,100,100
43,app_html/appagg-2058.html,100,0,100,100,100,0
43,app_html/aptoide-2004.html,100,100,100,100,100,100
43,app_html/apkpure-0977.html,100,100,100,100,100,100
43,app_html/aptoide-2434.html,100,100,100,100,100,100
43,app_html/aptoide-1446.html,100,100,100,100,100,100
43,app_html/aptoide-1566.html,100,100,100,100,100,100
43,app_html/apkpure-1094.html,100,100,100,100,100,100
43,app_html/apkpure-0927.html,100,100,100,100,100,100
43,app_html/appagg-0178.html,100,100,100,100,100,100
43,app_html/cnet-0296.html,100,100,100,100,100,100
43,app_html/cnet-1366.html,100,100,100,100,100,100
43,app_html/appbrain-0973.html,100,100,100,100,100,100
43,app_html/aptoide-1894.html,100,100,100,100,100,100
43,app_html/cnet-1833.html,100,100,100,100,100,100
43,app_html/appbrain-0054.html,100,100,100,100,100,100
43,app_html/cnet-0765.html,100,100,100,100,100,100
43,app_html/cnet-0188.html,100,100,100,100,100,100
43,app_html/apkpure-0949.html,100,100,100,100,100,100
43,app_html/apkpure-1075.html,100,100,100,100,100,100
43,app_html/aptoide-0729.html,100,100,100,100,100,100
43,app_html/appagg-0894.html,100,100,100,100,100,100
43,app_html/apkpure-1032.html,100,100,100,100,100,100
43,app_html/aptoide-2105.html,100,100,100,100,100,100
43,app_html/appbrain-0436.html,100,100,100,100,100,100
43,app_html/appagg-0566.html,100,100,100,100,100,100
43,app_html/cnet-0925.html,100,100,100,100,100,100
43,app_html/appbrain-0892.html,100,100,100,100,100,100
43,app_html/apkpure-0724.html,100,100,100,100,100,100
43,app_html/appagg-2010.html,100,0,100,100,100,0
43,app_html/aptoide-1996.html,100,100,100,100,100,100
43,app_html/appagg-0234.html,100,100,100,100,100,100
43,app_html/appbrain-0851.html,100,100,100,100,100,100
43,app_html/apkpure-0897.html,100,100,100,100,100,100
43,app_html/apkpure-0420.html,100,100,100,100,100,100
43,app_html/cnet-0704.html,100,100,100,100,100,100
43,app_html/cnet-1781.html,100,100,100,100,100,100
43,app_html/appagg-0495.html,100,0,100,100,100,0
43,app_html/appagg-1047.html,100,0,100,100,100,0
43,app_html/appagg-0181.html,100,100,100,100,100,100
43,app_html/apkpure-0250.html,100,100,100,100,100,100
43,app_html/appbrain-1351.html,100,100,100,100,100,100
43,app_html/cnet-0057.html,100,100,100,100,100,100
43,app_html/apkpure-2198.html,100,100,100,100,100,100
43,app_html/appbrain-0917.html,100,100,100,100,100,100
43,app_html/cnet-1081.html,100,100,100,100,100,100
43,app_html/appbrain-0399.html,100,100,100,100,100,100
43,app_html/appbrain-1037.html,100,100,100,100,100,100
43,app_html/appagg-1127.html,100,0,100,100,100,0
43,app_html/apkpure-1917.html,100,100,100,100,100,100
43,app_html/appagg-0779.html,100,100,100,100,100,100
43,app_html/apkpure-0035.html,100,100,100,100,100,100
43,app_html/cnet-1560.html,100,100,100,100,100,100
43,app_html/cnet-0064.html,100,100,100,100,100,100
43,app_html/appbrain-1605.html,100,100,100,100,100,100
43,app_html/appbrain-0598.html,100,100,100,100,100,100
43,app_html/cnet-0383.html,100,100,100,100,100,100
43,app_html/appagg-1266.html,100,0,100,100,100,0
43,app_html/appbrain-0937.html,100,100,100,100,100,100
43,app_html/cnet-0570.html,100,100,100,100,100,100
43,app_html/aptoide-2388.html,100,100,100,100,100,100
43,app_html/appbrain-1209.html,100,100,100,100,100,100
43,app_html/appbrain-1800.html,100,100,100,100,100,100
43,app_html/aptoide-1682.html,100,100,100,100,100,100
43,app_html/appbrain-0388.html,100,100,100,100,100,100
43,app_html/apkpure-1770.html,100,100,100,100,100,100
43,app_html/appagg-2030.html,100,0,100,100,100,0
43,app_html/appbrain-0275.html,100,100,100,100,100,100
43,app_html/cnet-1984.html,100,100,100,100,100,100
43,app_html/apkpure-2033.html,100,100,100,100,100,100
43,app_html/appbrain-0802.html,100,100,100,100,100,100
43,app_html/cnet-0012.html,100,100,100,100,100,100
43,app_html/apkpure-1257.html,100,100,100,100,100,100
43,app_html/aptoide-0421.html,100,100,100,100,100,100
43,app_html/aptoide-0634.html,0,100,100,100,100,0
43,app_html/appagg-0318.html,100,100,100,100,100,100
43,app_html/appagg-0814.html,100,0,100,100,100,0
43,app_html/aptoide-1696.html,100,100,100,100,100,100
43,app_html/cnet-1385.html,100,100,100,100,100,100
43,app_html/appagg-0564.html,100,0,100,100,100,0
43,app_html/cnet-1872.html,100,100,100,100,100,100
43,app_html/appbrain-1634.html,100,100,100,100,100,100
43,app_html/aptoide-2316.html,100,100,100,100,100,100
43,app_html/appbrain-0670.html,100,100,100,100,100,100
43,app_html/appbrain-0034.html,100,100,100,100,100,100
43,app_html/aptoide-0436.html,100,100,100,100,100,100
43,app_html/apkpure-0302.html,100,0,100,100,100,0
43,app_html/apkpure-0907.html,100,100,100,100,100,100
43,app_html/appbrain-1479.html,100,100,100,100,100,100
43,app_html/appagg-0163.html,100,100,100,100,100,100
43,app_html/aptoide-1990.html,100,100,100,100,100,100
43,app_html/apkpure-2253.html,100,100,100,100,100,100
43,app_html/aptoide-0103.html,100,100,100,100,100,100
43,app_html/appbrain-0431.html,100,100,100,100,100,100
43,app_html/aptoide-1234.html,100,100,100,100,100,100
43,app_html/cnet-0329.html,100,100,100,100,100,100
43,app_html/apkpure-1601.html,100,100,100,100,100,100
43,app_html/appbrain-0279.html,100,100,100,100,100,100
43,app_html/aptoide-1282.html,100,100,100,100,100,100
43,app_html/apkpure-1893.html,100,100,100,100,100,100
43,app_html/appagg-0388.html,100,100,100,100,100,100
43,app_html/appagg-0967.html,100,100,100,100,100,100
43,app_html/appbrain-0462.html,100,100,100,100,100,100
43,app_html/apkpure-1144.html,100,100,100,100,100,100
43,app_html/cnet-0650.html,100,100,100,100,100,100
43,app_html/appbrain-1623.html,100,100,100,100,100,100
43,app_html/apkpure-0857.html,100,100,100,100,100,100
43,app_html/apkpure-1389.html,100,100,100,100,100,100
43,app_html/aptoide-0687.html,100,100,100,100,100,100
43,app_html/appagg-1226.html,100,0,100,100,100,0
43,app_html/appagg-2039.html,100,0,100,100,100,0
43,app_html/cnet-1452.html,100,100,100,100,100,100
43,app_html/appbrain-1214.html,100,100,100,100,100,100
43,app_html/cnet-0969.html,100,100,100,100,100,100
43,app_html/apkpure-0004.html,100,0,100,100,100,0
43,app_html/aptoide-1747.html,100,100,100,100,100,100
43,app_html/appbrain-0889.html,100,100,100,100,100,100
43,app_html/apkpure-1506.html,100,100,100,100,100,100
43,app_html/apkpure-0946.html,100,100,100,100,100,100
43,app_html/cnet-0302.html,100,100,100,100,100,100
43,app_html/apkpure-0564.html,100,100,100,100,100,100
43,app_html/aptoide-2193.html,100,100,100,100,100,100
43,app_html/aptoide-0889.html,100,100,100,100,100,100
43,app_html/appbrain-1399.html,100,100,100,100,100,100
43,app_html/appbrain-1339.html,100,100,100,100,100,100
43,app_html/aptoide-2244.html,100,100,100,100,100,100
43,app_html/apkpure-2262.html,100,100,100,100,100,100
43,app_html/apkpure-2000.html,100,100,100,100,100,100
43,app_html/appagg-0103.html,100,100,100,100,100,100
43,app_html/appbrain-0753.html,100,100,100,100,100,100
43,app_html/cnet-1074.html,100,100,100,100,100,100
43,app_html/aptoide-0490.html,100,100,100,100,100,100
43,app_html/appagg-0338.html,100,0,100,100,100,0
43,app_html/aptoide-2464.html,100,100,100,100,100,100
43,app_html/cnet-2258.html,100,100,100,100,100,100
43,app_html/aptoide-1355.html,100,100,100,100,100,100
43,app_html/appagg-0851.html,100,100,100,100,100,100
43,app_html/aptoide-0306.html,100,100,100,100,100,100
43,app_html/appagg-0475.html,100,0,100,100,100,0
43,app_html/appbrain-0169.html,100,100,100,100,100,100
43,app_html/apkpure-1166.html,100,100,100,100,100,100
43,app_html/apkpure-0096.html,100,100,100,100,100,100
43,app_html/appagg-1236.html,100,0,100,100,100,0
43,app_html/aptoide-1858.html,100,100,100,100,100,100
43,app_html/appbrain-1287.html,100,100,100,100,100,100
43,app_html/appbrain-1683.html,100,100,100,100,100,100
43,app_html/apkpure-0110.html,100,100,100,100,100,100
43,app_html/aptoide-1641.html,100,100,100,100,100,100
43,app_html/aptoide-2240.html,100,100,100,100,100,100
43,app_html/appbrain-1451.html,100,100,100,100,100,100
43,app_html/apkpure-1781.html,100,100,100,100,100,100
43,app_html/appbrain-0246.html,100,100,100,100,100,100
43,app_html/cnet-0483.html,100,100,100,100,100,100
43,app_html/appagg-0678.html,100,0,100,100,100,0
43,app_html/cnet-1017.html,100,100,100,100,100,100
43,app_html/apkpure-1660.html,100,100,100,100,100,100
43,app_html/appbrain-2008.html,100,100,100,100,100,100
43,app_html/aptoide-1792.html,100,100,100,100,100,100
43,app_html/aptoide-1194.html,100,100,100,100,100,100
43,app_html/appbrain-0074.html,100,100,100,100,100,100
43,app_html/appagg-0154.html,100,100,100,100,100,100
43,app_html/apkpure-1899.html,100,100,100,100,100,100
43,app_html/apkpure-1717.html,100,100,100,100,100,100
43,app_html/apkpure-0758.html,100,100,100,100,100,100
43,app_html/appagg-1765.html,100,0,100,100,100,0
43,app_html/apkpure-0014.html,100,100,100,100,100,100
43,app_html/aptoide-2358.html,100,100,100,100,100,100
43,app_html/aptoide-1618.html,100,100,100,100,100,100
43,app_html/aptoide-1180.html,100,100,100,100,100,100
43,app_html/appbrain-0637.html,100,100,100,100,100,100
43,app_html/appagg-1050.html,100,100,100,100,100,100
43,app_html/appbrain-0913.html,100,100,100,100,100,100
