seed,file,title_presence,location_presence,price_presence,area_presence,bedrooms_presence,bathrooms_presence,all6_presence
42,realestate_html/rightmove-1582.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-1998.html,100,100,100,100,100,100,100
42,realestate_html/zillow-1950.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0469.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1771.html,100,100,100,100,100,0,0
42,realestate_html/realestate-0031.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0744.html,100,100,100,100,100,100,100
42,realestate_html/zillow-0745.html,0,100,100,100,100,100,0
42,realestate_html/propertyguru-0773.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0375.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-0203.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1846.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-1813.html,100,100,100,100,100,100,100
42,realestate_html/realestate-1825.html,100,0,100,0,100,100,0
42,realestate_html/realestate-0588.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-1535.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-1564.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-0814.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-1002.html,100,100,100,100,0,100,0
42,realestate_html/realestate-1623.html,100,100,100,0,100,100,0
42,realestate_html/realestate-0161.html,100,100,100,100,0,100,0
42,realestate_html/realtor-0735.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0115.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-1107.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-1223.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0674.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1621.html,100,100,100,100,100,100,100
42,realestate_html/zillow-1311.html,0,100,100,100,100,100,0
42,realestate_html/propertyguru-2012.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-1123.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1177.html,100,100,100,100,0,100,0
42,realestate_html/propertyguru-0781.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-0164.html,100,100,100,100,100,100,100
42,realestate_html/realtor-2082.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-0027.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1586.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-1827.html,100,100,100,100,100,100,100
42,realestate_html/realestate-1915.html,100,100,100,100,100,100,100
42,realestate_html/zillow-1041.html,100,100,100,100,100,100,100
42,realestate_html/realtor-2006.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1658.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-0455.html,100,100,100,100,100,100,100
42,realestate_html/realestate-1585.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-1120.html,100,100,100,100,100,100,100
42,realestate_html/realestate-1491.html,100,100,100,100,100,100,100
42,realestate_html/zillow-0766.html,100,100,100,100,100,100,100
42,realestate_html/zillow-1664.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1252.html,100,100,100,100,100,100,100
42,realestate_html/zillow-1178.html,100,100,100,100,100,100,100
42,realestate_html/realestate-1811.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0361.html,100,100,100,100,100,100,100
42,realestate_html/realestate-1018.html,100,100,100,100,100,100,100
42,realestate_html/zillow-1386.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0464.html,100,100,100,100,100,100,100
42,realestate_html/realtor-0679.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0849.html,100,100,100,100,100,100,100
42,realestate_html/realtor-0833.html,100,100,100,100,100,100,100
42,realestate_html/realestate-1190.html,100,100,100,0,100,100,0
42,realestate_html/rightmove-0126.html,100,100,100,100,100,100,100
42,realestate_html/realtor-0232.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0051.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-1069.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1902.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1782.html,100,100,100,100,100,100,100
42,realestate_html/zillow-1738.html,0,100,100,100,100,100,0
42,realestate_html/realtor-0045.html,100,0,100,100,100,100,0
42,realestate_html/propertyguru-1261.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1328.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0988.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0980.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-1169.html,100,100,100,100,100,100,100
42,realestate_html/zillow-1159.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0596.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0081.html,100,100,100,100,100,100,100
42,realestate_html/realtor-0462.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0142.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1217.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-1752.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1710.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-1482.html,100,100,100,100,100,100,100
42,realestate_html/realestate-1637.html,100,100,100,100,100,100,100
42,realestate_html/zillow-0938.html,100,100,100,100,100,100,100
42,realestate_html/zillow-1011.html,100,100,100,100,100,100,100
42,realestate_html/zillow-0565.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1668.html,100,100,100,100,100,100,100
42,realestate_html/realestate-1975.html,100,100,100,100,100,0,0
42,realestate_html/realestate-1984.html,100,100,100,0,100,100,0
42,realestate_html/zillow-0595.html,0,100,100,100,100,100,0
42,realestate_html/propertyguru-0879.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0066.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-1083.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0654.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-0228.html,100,100,100,100,100,100,100
42,realestate_html/zillow-0964.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0737.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1976.html,100,100,100,100,100,100,100
42,realestate_html/zillow-0944.html,100,100,100,100,100,100,100
42,realestate_html/zillow-1446.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-0753.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1949.html,100,100,100,100,100,100,100
42,realestate_html/realtor-0428.html,100,100,100,100,100,0,0
42,realestate_html/rightmove-0275.html,100,100,100,100,100,100,100
42,realestate_html/zillow-0555.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0435.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0226.html,100,100,100,100,0,100,0
42,realestate_html/realtor-1261.html,100,100,100,100,100,100,100
42,realestate_html/realtor-0464.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-1866.html,100,100,100,100,100,100,100
42,realestate_html/zillow-1923.html,100,100,100,100,100,100,100
42,realestate_html/zillow-1810.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-1252.html,100,100,100,100,100,100,100
42,realestate_html/zillow-1577.html,100,100,100,100,100,100,100
42,realestate_html/realtor-0139.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0420.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-1822.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0943.html,100,100,100,100,100,0,0
42,realestate_html/zillow-1601.html,100,100,100,100,100,100,100
42,realestate_html/zillow-0931.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0489.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1908.html,100,100,100,100,100,0,0
42,realestate_html/propertyguru-0104.html,100,100,100,100,100,100,100
42,realestate_html/zillow-0045.html,0,100,100,100,100,100,0
42,realestate_html/rightmove-0134.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1950.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-0743.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-0310.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0309.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-0009.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0442.html,100,100,100,100,100,100,100
42,realestate_html/zillow-1267.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1654.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0984.html,100,100,100,100,100,0,0
42,realestate_html/realestate-0531.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-0974.html,100,100,100,100,100,100,100
42,realestate_html/zillow-1156.html,100,100,100,100,100,100,100
42,realestate_html/realtor-2046.html,100,100,100,100,0,100,0
42,realestate_html/realtor-1149.html,100,100,100,100,100,100,100
42,realestate_html/realtor-0982.html,100,100,100,100,100,100,100
42,realestate_html/zillow-1512.html,0,100,100,100,100,100,0
42,realestate_html/rightmove-1767.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1367.html,100,0,100,100,100,100,0
42,realestate_html/zillow-0405.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0713.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-0446.html,100,100,100,100,100,100,100
42,realestate_html/realestate-1977.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-0891.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-0751.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0254.html,100,100,100,100,100,100,100
42,realestate_html/realestate-1051.html,100,100,100,100,100,100,100
42,realestate_html/realestate-1011.html,100,100,100,0,100,100,0
42,realestate_html/propertyguru-0165.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-1920.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0638.html,100,100,100,100,100,100,100
42,realestate_html/zillow-0386.html,0,100,100,100,100,100,0
42,realestate_html/rightmove-2091.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0347.html,100,100,100,100,100,100,100
42,realestate_html/realtor-0623.html,100,100,100,100,100,100,100
42,realestate_html/zillow-1645.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0113.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1942.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-0254.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1087.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-1148.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-1527.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0987.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0370.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-0452.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-0525.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0968.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1107.html,100,100,100,100,0,100,0
42,realestate_html/zillow-0773.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1475.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-1972.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-1891.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0558.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0086.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1057.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-2022.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-1869.html,100,100,100,100,100,100,100
42,realestate_html/zillow-0917.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1310.html,100,100,100,100,100,100,100
42,realestate_html/realtor-0044.html,100,0,100,100,100,100,0
42,realestate_html/realtor-0647.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0395.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-0526.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-1945.html,100,100,100,100,100,100,100
42,realestate_html/zillow-1069.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-1149.html,100,100,100,100,100,100,100
42,realestate_html/zillow-0202.html,100,100,100,100,100,100,100
42,realestate_html/realtor-0941.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-2057.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-1378.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-1334.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-2062.html,100,100,100,100,100,100,100
42,realestate_html/zillow-0287.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-1832.html,100,100,100,100,100,100,100
42,realestate_html/zillow-1073.html,0,100,100,100,100,100,0
42,realestate_html/realtor-1903.html,100,100,100,100,100,0,0
42,realestate_html/realestate-1275.html,100,100,100,100,100,0,0
42,realestate_html/rightmove-0966.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0579.html,100,100,100,100,0,100,0
42,realestate_html/rightmove-1355.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-2078.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-1470.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0480.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0471.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0984.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-1971.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0974.html,100,100,100,100,100,100,100
42,realestate_html/zillow-0070.html,100,100,100,100,100,100,100
42,realestate_html/realestate-1025.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-0987.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1365.html,100,0,100,100,100,100,0
42,realestate_html/propertyguru-0520.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0296.html,100,100,100,100,100,100,100
42,realestate_html/zillow-0483.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-1697.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0717.html,100,100,100,100,100,100,100
42,realestate_html/zillow-1513.html,100,100,100,100,100,100,100
42,realestate_html/realestate-1955.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-1574.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0625.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0401.html,100,100,100,100,100,100,100
42,realestate_html/zillow-1132.html,0,100,100,100,100,100,0
42,realestate_html/realestate-1738.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0527.html,100,100,100,100,100,100,100
42,realestate_html/realtor-0712.html,100,100,100,100,100,100,100
42,realestate_html/realestate-1871.html,100,100,100,100,100,100,100
42,realestate_html/realtor-0736.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1655.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0610.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0021.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-1292.html,100,100,100,100,100,100,100
42,realestate_html/zillow-1160.html,100,100,100,100,100,100,100
42,realestate_html/zillow-0307.html,0,100,100,100,100,100,0
42,realestate_html/propertyguru-0271.html,100,100,100,100,100,100,100
42,realestate_html/realestate-1294.html,100,100,100,100,100,100,100
42,realestate_html/realtor-0752.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-1341.html,100,100,100,100,100,100,100
42,realestate_html/realestate-1169.html,100,100,100,100,100,100,100
42,realestate_html/zillow-1949.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0951.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1385.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1847.html,100,100,100,100,0,100,0
42,realestate_html/realtor-1051.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0576.html,100,100,100,100,100,0,0
42,realestate_html/realtor-0206.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-1337.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0124.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0403.html,100,100,100,100,100,0,0
42,realestate_html/realestate-1010.html,100,100,100,100,100,0,0
42,realestate_html/zillow-0046.html,100,100,100,100,100,100,100
42,realestate_html/zillow-1309.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-1634.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0285.html,100,100,100,100,100,0,0
42,realestate_html/realestate-1049.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0449.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-1265.html,100,100,100,100,100,100,100
42,realestate_html/realtor-0991.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-0085.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-1955.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-1052.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0189.html,100,100,100,100,100,100,100
42,realestate_html/realestate-1564.html,100,100,100,100,100,100,100
42,realestate_html/realestate-1467.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0647.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-0704.html,100,100,100,100,100,100,100
42,realestate_html/realtor-0222.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-0949.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-2020.html,100,100,100,100,100,100,100
42,realestate_html/zillow-0770.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0523.html,100,100,100,100,100,0,0
42,realestate_html/zillow-0629.html,100,100,100,100,100,100,100
42,realestate_html/realtor-0485.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-0694.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0293.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-0441.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-1718.html,100,100,100,100,100,100,100
42,realestate_html/realtor-0694.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0447.html,100,100,100,100,100,100,100
42,realestate_html/zillow-1680.html,100,100,100,100,100,100,100
42,realestate_html/realtor-0507.html,100,100,100,100,100,100,100
42,realestate_html/realtor-0980.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-2008.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1330.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0757.html,100,100,100,100,100,100,100
42,realestate_html/realestate-1203.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-1845.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0460.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-1342.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-1610.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-1456.html,100,100,100,100,100,100,100
42,realestate_html/realtor-0945.html,100,100,0,100,100,100,0
42,realestate_html/rightmove-0360.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-0577.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-0018.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0362.html,100,100,100,100,0,100,0
42,realestate_html/propertyguru-1821.html,100,100,100,100,100,100,100
42,realestate_html/realestate-1706.html,100,100,100,100,100,0,0
42,realestate_html/propertyguru-1767.html,100,100,100,100,100,100,100
42,realestate_html/zillow-0061.html,0,100,100,100,100,100,0
42,realestate_html/rightmove-0747.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0219.html,100,100,100,100,100,100,100
42,realestate_html/realestate-1873.html,100,100,100,100,0,100,0
42,realestate_html/rightmove-0959.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-1880.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1581.html,100,100,100,100,100,100,100
42,realestate_html/zillow-0933.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0590.html,100,100,100,100,100,100,100
42,realestate_html/realestate-1439.html,100,100,100,100,100,0,0
42,realestate_html/realestate-1688.html,100,100,100,100,100,100,100
42,realestate_html/realestate-0550.html,100,100,100,100,0,0,0
42,realestate_html/zillow-0585.html,0,100,100,100,100,100,0
42,realestate_html/propertyguru-2039.html,100,100,100,100,100,100,100
42,realestate_html/rightmove-0144.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1317.html,100,0,100,100,100,100,0
42,realestate_html/realestate-1731.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-0586.html,100,100,100,100,100,100,100
42,realestate_html/realestate-1389.html,100,100,100,100,100,100,100
42,realestate_html/propertyguru-1134.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1378.html,100,100,100,100,100,100,100
42,realestate_html/realtor-1493.html,100,100,100,100,100,100,100
42,realestate_html/realestate-1925.html,100,100,100,0,100,100,0
42,realestate_html/realtor-0542.html,100,100,100,100,100,100,100
