seed,file,title_presence,provider_presence,amount_presence,deadline_presence,award_presence,all5_presence
44,scholarships_html/scholarship-0832.html,100,100,100,100,0,0
44,scholarships_html/scholarships360-1322.html,100,0,100,100,100,0
44,scholarships_html/mastersportal-1084.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-0154.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0844.html,100,0,100,100,100,0
44,scholarships_html/bigfuture-0079.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-1549.html,100,0,100,100,100,0
44,scholarships_html/mastersportal-1238.html,100,100,100,100,100,100
44,scholarships_html/scholarship-0808.html,100,100,100,100,100,100
44,scholarships_html/scholarship-1939.html,100,100,100,100,0,0
44,scholarships_html/scholarship-1174.html,100,100,100,100,0,0
44,scholarships_html/internationalscholarships-0039.html,100,100,0,100,100,0
44,scholarships_html/internationalscholarships-1292.html,100,100,0,100,100,0
44,scholarships_html/scholarship-2027.html,100,100,100,100,0,0
44,scholarships_html/mastersportal-0696.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0240.html,100,0,100,100,100,0
44,scholarships_html/scholarships360-1783.html,100,0,100,100,100,0
44,scholarships_html/scholarships360-1791.html,100,0,100,100,100,0
44,scholarships_html/internationalscholarships-1360.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-0053.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-0491.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-1675.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-1202.html,100,100,100,100,100,100
44,scholarships_html/scholarship-0927.html,100,100,100,100,0,0
44,scholarships_html/internationalscholarships-0845.html,100,100,100,100,100,100
44,scholarships_html/scholarship-0340.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-1667.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-1484.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0051.html,100,0,100,100,100,0
44,scholarships_html/scholarships360-2077.html,100,0,100,100,100,0
44,scholarships_html/mastersportal-0605.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-1981.html,100,0,100,100,100,0
44,scholarships_html/scholarships360-1636.html,100,0,100,100,100,0
44,scholarships_html/mastersportal-0292.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-2002.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-0734.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-1544.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-1915.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-1961.html,100,100,100,100,100,100
44,scholarships_html/scholarship-0959.html,100,100,100,100,0,0
44,scholarships_html/scholarship-1209.html,100,100,100,100,0,0
44,scholarships_html/scholarship-0414.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-0254.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-1373.html,100,100,100,100,100,100
44,scholarships_html/scholarship-2176.html,100,100,100,100,0,0
44,scholarships_html/scholarship-0764.html,100,100,100,100,0,0
44,scholarships_html/scholarships360-1304.html,100,0,100,100,100,0
44,scholarships_html/bigfuture-1028.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0087.html,100,0,100,100,100,0
44,scholarships_html/scholarship-1199.html,100,100,100,100,0,0
44,scholarships_html/bigfuture-1150.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0147.html,100,0,100,100,100,0
44,scholarships_html/scholarship-1083.html,100,100,100,100,0,0
44,scholarships_html/scholarship-0412.html,100,100,100,100,0,0
44,scholarships_html/scholarship-0510.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-1008.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-1261.html,100,100,100,100,100,100
44,scholarships_html/scholarship-1322.html,100,100,100,100,0,0
44,scholarships_html/scholarship-1091.html,100,100,100,100,0,0
44,scholarships_html/scholarships360-1790.html,100,0,100,100,100,0
44,scholarships_html/bigfuture-0428.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-0981.html,100,100,100,100,100,100
44,scholarships_html/scholarship-0531.html,100,100,100,100,0,0
44,scholarships_html/scholarship-0321.html,100,100,100,100,0,0
44,scholarships_html/scholarship-0733.html,100,100,100,100,0,0
44,scholarships_html/mastersportal-0371.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-1161.html,100,0,100,100,100,0
44,scholarships_html/internationalscholarships-0279.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-1170.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-1184.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-2008.html,100,0,100,100,100,0
44,scholarships_html/internationalscholarships-0470.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-0555.html,100,100,0,100,0,0
44,scholarships_html/mastersportal-1091.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-1343.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0281.html,100,0,100,100,100,0
44,scholarships_html/bigfuture-0713.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-1464.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0965.html,100,0,100,100,100,0
44,scholarships_html/mastersportal-1934.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-0867.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-1415.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-1174.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0782.html,100,0,100,100,100,0
44,scholarships_html/scholarships360-1574.html,100,0,100,100,100,0
44,scholarships_html/internationalscholarships-1099.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-1910.html,100,0,100,100,100,0
44,scholarships_html/internationalscholarships-0681.html,100,100,100,100,100,100
44,scholarships_html/scholarship-0919.html,100,100,100,100,0,0
44,scholarships_html/scholarship-1601.html,100,100,100,100,0,0
44,scholarships_html/scholarship-0916.html,100,100,100,100,0,0
44,scholarships_html/scholarships360-0872.html,100,0,100,100,100,0
44,scholarships_html/bigfuture-1810.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-1956.html,100,0,100,100,100,0
44,scholarships_html/scholarships360-1309.html,100,0,100,100,100,0
44,scholarships_html/scholarship-2094.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0177.html,100,0,100,100,100,0
44,scholarships_html/bigfuture-0399.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-1687.html,100,0,100,100,100,0
44,scholarships_html/internationalscholarships-0020.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-0525.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-1912.html,100,0,100,100,100,0
44,scholarships_html/mastersportal-1644.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-0179.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-2020.html,100,0,100,100,100,0
44,scholarships_html/mastersportal-1764.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-1438.html,100,100,0,100,100,0
44,scholarships_html/bigfuture-0851.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-1119.html,100,0,100,100,100,0
44,scholarships_html/bigfuture-1625.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-0508.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-1252.html,100,100,100,100,100,100
44,scholarships_html/scholarship-0319.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-1681.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-1076.html,100,0,100,100,100,0
44,scholarships_html/bigfuture-1331.html,100,100,100,100,100,100
44,scholarships_html/scholarship-1509.html,100,100,100,100,0,0
44,scholarships_html/scholarships360-1387.html,100,0,100,100,100,0
44,scholarships_html/scholarship-1860.html,100,100,100,100,0,0
44,scholarships_html/scholarship-1023.html,100,100,100,100,0,0
44,scholarships_html/mastersportal-0980.html,100,100,100,100,100,100
44,scholarships_html/scholarship-0747.html,100,100,100,100,0,0
44,scholarships_html/internationalscholarships-0714.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-1312.html,100,100,0,0,100,0
44,scholarships_html/scholarship-0739.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-1168.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-1746.html,100,100,100,100,100,100
44,scholarships_html/scholarship-0472.html,100,100,100,100,0,0
44,scholarships_html/scholarship-1146.html,100,100,100,100,0,0
44,scholarships_html/bigfuture-0390.html,100,100,100,100,100,100
44,scholarships_html/scholarship-1561.html,100,100,100,100,0,0
44,scholarships_html/scholarship-0571.html,100,100,100,100,0,0
44,scholarships_html/bigfuture-1720.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-1431.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-0970.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-1564.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0352.html,100,0,100,100,100,0
44,scholarships_html/mastersportal-1196.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-0605.html,100,100,100,100,100,100
44,scholarships_html/scholarship-1361.html,100,100,100,100,0,0
44,scholarships_html/scholarship-0911.html,100,100,100,100,0,0
44,scholarships_html/scholarship-1687.html,100,100,100,100,0,0
44,scholarships_html/scholarship-1671.html,100,100,100,100,0,0
44,scholarships_html/mastersportal-1722.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0881.html,100,0,100,100,100,0
44,scholarships_html/mastersportal-0856.html,100,100,100,100,100,100
44,scholarships_html/scholarship-1622.html,100,100,100,100,0,0
44,scholarships_html/bigfuture-2009.html,100,100,100,100,100,100
44,scholarships_html/scholarship-1136.html,100,100,100,100,0,0
44,scholarships_html/mastersportal-1916.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0319.html,100,0,100,100,100,0
44,scholarships_html/mastersportal-1412.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-0901.html,100,100,100,100,100,100
44,scholarships_html/scholarship-0798.html,100,100,100,100,0,0
44,scholarships_html/internationalscholarships-0992.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-1238.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-1881.html,100,0,100,100,100,0
44,scholarships_html/scholarship-1008.html,100,100,100,100,0,0
44,scholarships_html/internationalscholarships-0676.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-1291.html,100,0,100,100,100,0
44,scholarships_html/scholarship-1132.html,100,100,100,100,100,100
44,scholarships_html/scholarship-2047.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-1537.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-0123.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-1381.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-0126.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-1562.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-1811.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-0224.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-0469.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-1218.html,100,0,100,100,100,0
44,scholarships_html/scholarship-0242.html,100,100,100,100,0,0
44,scholarships_html/scholarships360-0101.html,100,0,100,100,100,0
44,scholarships_html/internationalscholarships-0205.html,100,100,100,100,0,0
44,scholarships_html/scholarship-1345.html,100,100,100,100,0,0
44,scholarships_html/internationalscholarships-1537.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-1159.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-0785.html,100,100,100,100,100,100
44,scholarships_html/scholarship-1907.html,100,100,100,100,0,0
44,scholarships_html/scholarship-1058.html,100,100,100,100,0,0
44,scholarships_html/scholarships360-2062.html,100,0,100,100,100,0
44,scholarships_html/bigfuture-1164.html,100,100,100,100,100,100
44,scholarships_html/scholarship-0712.html,100,100,100,100,0,0
44,scholarships_html/internationalscholarships-0960.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-0477.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-1026.html,100,100,100,100,100,100
44,scholarships_html/scholarship-0979.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-1591.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0928.html,100,0,100,100,100,0
44,scholarships_html/scholarship-0275.html,100,100,100,100,0,0
44,scholarships_html/scholarships360-2034.html,100,0,100,100,100,0
44,scholarships_html/scholarship-2100.html,100,100,100,100,0,0
44,scholarships_html/scholarship-1180.html,100,100,100,100,0,0
44,scholarships_html/scholarship-1532.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-0540.html,100,100,0,100,100,0
44,scholarships_html/scholarship-0629.html,100,100,100,100,0,0
44,scholarships_html/scholarships360-1442.html,100,0,100,100,100,0
44,scholarships_html/mastersportal-0080.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-1265.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-1506.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-1133.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-1162.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-0689.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-1559.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-1605.html,100,0,100,100,100,0
44,scholarships_html/mastersportal-0543.html,100,100,100,100,100,100
44,scholarships_html/scholarship-0536.html,100,100,100,100,0,0
44,scholarships_html/mastersportal-0255.html,100,100,100,100,100,100
44,scholarships_html/scholarship-0659.html,100,100,100,100,0,0
44,scholarships_html/bigfuture-1136.html,100,100,100,100,100,100
44,scholarships_html/scholarship-0497.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-1206.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-0518.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-0016.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-0067.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-0602.html,100,100,100,100,100,100
44,scholarships_html/scholarship-1851.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-1717.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-1111.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-1053.html,100,0,100,100,100,0
44,scholarships_html/bigfuture-1902.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-0597.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-1340.html,100,0,100,100,100,0
44,scholarships_html/scholarships360-0323.html,100,0,100,100,100,0
44,scholarships_html/bigfuture-0773.html,100,100,100,100,100,100
44,scholarships_html/scholarship-1044.html,100,100,100,100,0,0
44,scholarships_html/scholarship-1436.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-2090.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-0994.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0434.html,100,0,100,100,100,0
44,scholarships_html/scholarships360-1064.html,100,0,100,100,100,0
44,scholarships_html/internationalscholarships-1461.html,100,100,0,100,100,0
44,scholarships_html/scholarship-1539.html,100,100,100,100,0,0
44,scholarships_html/scholarship-0734.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-0659.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-2111.html,100,0,100,100,100,0
44,scholarships_html/scholarship-1716.html,100,100,100,100,0,0
44,scholarships_html/bigfuture-1674.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-1708.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-0083.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-1058.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-0953.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-1070.html,100,0,100,100,100,0
44,scholarships_html/mastersportal-1570.html,100,100,100,100,100,100
44,scholarships_html/scholarship-1250.html,100,100,100,100,0,0
44,scholarships_html/scholarship-1514.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-0025.html,100,100,100,100,100,100
44,scholarships_html/scholarship-0204.html,100,100,100,100,0,0
44,scholarships_html/internationalscholarships-0801.html,100,100,100,0,0,0
44,scholarships_html/bigfuture-0326.html,100,100,100,100,100,100
44,scholarships_html/scholarship-1976.html,100,100,100,100,0,0
44,scholarships_html/internationalscholarships-0920.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0035.html,100,0,100,100,100,0
44,scholarships_html/scholarship-1826.html,100,100,100,100,0,0
44,scholarships_html/mastersportal-1402.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-1103.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0921.html,100,0,100,100,100,0
44,scholarships_html/scholarship-2018.html,100,100,100,100,0,0
44,scholarships_html/bigfuture-2057.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0403.html,100,0,100,100,100,0
44,scholarships_html/scholarship-2190.html,100,100,100,100,0,0
44,scholarships_html/mastersportal-0372.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-0813.html,100,100,100,0,0,0
44,scholarships_html/scholarship-1797.html,100,100,100,100,0,0
44,scholarships_html/internationalscholarships-1180.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0441.html,100,0,100,100,100,0
44,scholarships_html/scholarships360-0571.html,100,0,100,100,100,0
44,scholarships_html/scholarship-1747.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-0357.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-0699.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-0928.html,100,100,0,100,100,0
44,scholarships_html/mastersportal-1483.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-0712.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-1489.html,100,100,100,100,100,100
44,scholarships_html/scholarship-0745.html,100,100,100,100,0,0
44,scholarships_html/mastersportal-1489.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-0558.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-0481.html,100,100,100,100,100,100
44,scholarships_html/scholarship-1864.html,100,100,100,100,0,0
44,scholarships_html/scholarship-1212.html,100,100,100,100,0,0
44,scholarships_html/mastersportal-2065.html,100,100,100,100,100,100
44,scholarships_html/scholarship-0171.html,100,100,100,100,0,0
44,scholarships_html/scholarships360-0377.html,100,0,100,100,100,0
44,scholarships_html/internationalscholarships-0685.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-1575.html,100,100,100,100,100,100
44,scholarships_html/scholarship-1181.html,100,100,100,100,0,0
44,scholarships_html/bigfuture-1196.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-1507.html,100,100,100,100,100,100
44,scholarships_html/scholarship-2032.html,100,100,100,100,0,0
44,scholarships_html/scholarships360-1315.html,100,0,100,100,100,0
44,scholarships_html/internationalscholarships-1541.html,100,100,100,100,100,100
44,scholarships_html/scholarship-0157.html,100,100,100,100,0,0
44,scholarships_html/bigfuture-1999.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0887.html,100,0,100,100,100,0
44,scholarships_html/mastersportal-1782.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-0784.html,100,100,100,100,100,100
44,scholarships_html/scholarship-0123.html,100,100,100,100,0,0
44,scholarships_html/scholarship-0708.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0590.html,100,0,100,100,100,0
44,scholarships_html/mastersportal-0573.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-0666.html,100,100,0,100,0,0
44,scholarships_html/scholarships360-1758.html,100,0,100,100,100,0
44,scholarships_html/scholarships360-0081.html,100,0,100,100,100,0
44,scholarships_html/internationalscholarships-0696.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0485.html,100,0,100,100,100,0
44,scholarships_html/mastersportal-0784.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-1788.html,100,0,100,100,100,0
44,scholarships_html/scholarships360-1529.html,100,0,100,100,100,0
44,scholarships_html/scholarships360-1003.html,100,0,100,100,100,0
44,scholarships_html/mastersportal-1081.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-0273.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-1344.html,100,0,100,100,100,0
44,scholarships_html/scholarships360-0379.html,100,0,100,100,100,0
44,scholarships_html/scholarships360-2121.html,100,0,100,100,100,0
44,scholarships_html/scholarship-0583.html,100,100,100,100,100,100
44,scholarships_html/scholarship-1482.html,100,100,100,100,0,0
44,scholarships_html/scholarships360-0300.html,100,0,100,100,100,0
44,scholarships_html/bigfuture-0463.html,100,100,100,100,100,100
44,scholarships_html/scholarship-1005.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-0371.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-0205.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-1872.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-1420.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0102.html,100,0,100,100,100,0
44,scholarships_html/internationalscholarships-1311.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-0119.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-0936.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-1213.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-1822.html,100,0,100,100,100,0
44,scholarships_html/mastersportal-0604.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-0634.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-0153.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-1203.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-1297.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-0407.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-0145.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-1897.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-0320.html,100,100,100,100,100,100
44,scholarships_html/scholarship-0249.html,100,100,100,100,0,0
44,scholarships_html/bigfuture-2049.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0309.html,100,0,100,100,100,0
44,scholarships_html/bigfuture-0264.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-1160.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0302.html,100,0,100,100,100,0
44,scholarships_html/bigfuture-1713.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-0539.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-1313.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-0818.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0179.html,100,0,100,100,100,0
44,scholarships_html/mastersportal-1284.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-1753.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-1110.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-1561.html,100,100,0,100,100,0
44,scholarships_html/scholarship-1035.html,100,100,100,100,0,0
44,scholarships_html/scholarships360-0688.html,100,0,100,100,100,0
44,scholarships_html/scholarship-2133.html,100,100,100,100,0,0
44,scholarships_html/mastersportal-0003.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0004.html,100,0,100,100,100,0
44,scholarships_html/internationalscholarships-1399.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-0038.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-0448.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-1371.html,100,0,100,100,100,0
44,scholarships_html/bigfuture-1516.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-1761.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0493.html,100,0,100,100,100,0
44,scholarships_html/mastersportal-1379.html,100,100,100,100,100,100
44,scholarships_html/scholarship-0593.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-1949.html,100,0,100,100,100,0
44,scholarships_html/scholarship-1644.html,100,100,100,100,0,0
44,scholarships_html/mastersportal-1154.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-0829.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-1080.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-0641.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0933.html,100,0,100,100,100,0
44,scholarships_html/scholarships360-0227.html,100,0,100,100,100,0
44,scholarships_html/scholarships360-2102.html,100,0,100,100,100,0
44,scholarships_html/scholarship-0350.html,100,100,100,100,0,0
44,scholarships_html/scholarship-0520.html,100,100,100,100,100,100
44,scholarships_html/scholarship-2201.html,100,100,100,100,0,0
44,scholarships_html/scholarships360-0416.html,100,0,100,100,100,0
44,scholarships_html/mastersportal-1235.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-0829.html,100,100,100,100,100,100
44,scholarships_html/scholarship-0908.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-1070.html,100,100,100,100,100,100
44,scholarships_html/mastersportal-0926.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-1138.html,100,100,100,100,100,100
44,scholarships_html/bigfuture-0160.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0875.html,100,0,100,100,100,0
44,scholarships_html/scholarship-1466.html,100,100,100,100,0,0
44,scholarships_html/scholarships360-0784.html,100,0,100,100,100,0
44,scholarships_html/bigfuture-1397.html,100,100,100,100,100,100
44,scholarships_html/internationalscholarships-0096.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-1838.html,100,0,100,100,100,0
44,scholarships_html/scholarships360-0974.html,100,0,100,100,100,0
44,scholarships_html/mastersportal-0194.html,100,100,100,100,100,100
44,scholarships_html/scholarship-0037.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-2112.html,100,0,100,100,100,0
44,scholarships_html/mastersportal-1904.html,100,100,100,100,100,100
44,scholarships_html/scholarships360-0007.html,100,0,100,100,100,0
44,scholarships_html/scholarship-1600.html,100,100,100,100,0,0
